코드,이름,투타,포지션,생년월일,키,몸무게,외국인
91213,최영술,좌투좌타,타자,19721028,,,0
91314,전일수,우투우타,투수,19680702,,,0
91323,김홍기,우투우타,타자,19681003,,,0
91326,정영진,우투우타,타자,19651122,,,0
91328,이용호,우투우타,투수,19670828,,,0
91333,주경업,우투우타,타자,19680902,,,0
91340,신상윤,좌투좌타,투수,19720322,,,0
91344,이근엽,우투우타,타자,19720121,190,86,0
91350,염경엽,우투우타,타자,19680301,178,65,0
91351,백성진,우투우타,타자,19680409,,,0
91355,정문언,우투우타,타자,19620813,,,0
91402,이우수,우투우타,타자,19720420,183,75,0
91403,박일현,우투우타,타자,19680320,,,0
91409,윤용하,좌투좌타,타자,19680607,,,0
91416,이영재,우투우타,타자,19680902,,,0
91444,최홍석,우투우타,타자,19600328,,,0
91448,손영철,우투우타,투수,19721227,,,0
91449,최형현,우투우타,타자,19720328,180,77,0
91465,전상렬,좌투좌타,타자,19720612,174,77,0
91466,허삼영,우투우타,투수,19720608,183,79,0
91470,신동주,우투우타,타자,19721214,183,83,0
91471,이상범,우투우타,투수,19720203,,,0
91511,전준호,좌투좌타,타자,19690215,180,72,0
91514,박정태,우투우타,타자,19690127,174,73,0
91523,김민재,우투우타,타자,19730103,181,84,0
91536,김태석,우투우타,투수,19670312,190,98,0
91545,전호근,우투우타,타자,19690502,,,0
91556,김효용,우투우타,타자,19720510,,,0
91558,강현철,우투우타,타자,19680215,,,0
91608,박재용,좌투좌타,타자,19690616,177,87,0
91624,최희창,우투우타,타자,19750613,,,0
91699,김우현,우투우타,타자,19671013,,,0
91708,김석연,우투우타,타자,19680816,177,86,0
91719,김기열,좌투좌타,투수,19681123,,,0
91729,김인권,우투우타,투수,19681228,,,0
91734,양용모,우투우타,타자,19671220,180,85,0
91739,임주택,우투우타,타자,19680925,180,81,0
91750,김원근,우투우타,타자,19680407,,,0
91752,임성우,좌투좌타,타자,19680602,,,0
91763,임규대,우투우타,투수,19721102,,,0
91764,김일훈,우투우타,타자,19730228,,,0
91772,공용우,우투우타,투수,19720812,,,0
91776,장진성,우투우타,타자,19721020,,,0
91778,박상현,우투우타,타자,19720818,,,0
91803,김기태,좌투좌타,타자,19690523,180,85,0
91806,정학원,우투우타,타자,19680803,,,0
91809,송인호,우투우타,타자,19681227,,,0
91818,조규제,좌투좌타,투수,19671007,173,72,0
91819,권영진,우투우타,투수,19680315,,,0
91821,강길용,우투우타,투수,19681014,175,68,0
91823,김상재,우투우타,타자,19680424,,,0
91831,박성기,좌투좌타,투수,19690120,174,80,0
91833,김기덕,우언우타,투수,19680604,176,80,0
91835,박기택,우투우타,타자,19681110,,,0
91838,김경수,우투우타,타자,19670409,,,0
91848,김원형,우투우타,투수,19720705,177,75,0
91868,노춘섭,우투우타,투수,19680805,,,0
91870,강남규,좌투좌타,타자,19680804,,,0
91871,최준호,좌투좌타,타자,19661020,,,0
91872,고승훈,우투우타,타자,19690121,,,0
91875,김정수,우투우타,타자,19721116,,,0
91876,유성기,우투우타,타자,19721009,,,0
91879,김형태,우투우타,타자,19690907,,,0
91884,김동수,좌투좌타,투수,19680804,,,0
91899,박진석,우투우타,투수,19680108,179,80,0
91960,임채섭,우투우타,타자,19631225,,,0
92201,조중석,우투우타,투수,19720302,,,0
92202,권명철,우투우타,투수,19691028,183,90,0
92204,조경택,우투우타,타자,19701125,183,94,0
92206,이전진,우투우타,타자,19721114,,,0
92207,안경현,우투우타,타자,19700213,182,82,0
92209,소상영,우투우타,타자,19731029,,,0
92210,김정규,우투우타,타자,19730827,183,80,0
92211,장원진,우투양타,타자,19690615,188,97,0
92220,이상현,좌투좌타,투수,19690715,,,0
92271,노석기,좌투좌타,투수,19710804,,,0
92301,정민태,우투우타,투수,19700301,183,90,0
92302,안병원,우투우타,투수,19731003,185,97,0
92303,장광호,우투우타,타자,19670414,182,85,0
92304,이재주,우투우타,타자,19731225,188,100,0
92306,황윤성,좌투좌타,타자,19740314,185,88,0
92307,유영환,우투우타,타자,19690215,,,0
92308,이경호,우투우타,타자,19730907,,,0
92309,서정민,우투우타,타자,19691010,,,0
92310,장덕영,우투우타,타자,19680603,,,0
92311,오상욱,우투우타,타자,19721006,,,0
92313,김흥만,우투우타,투수,19720610,,,0
92401,김태한,좌투좌타,투수,19691022,181,87,0
92402,박철수,우투우타,투수,19691116,,,0
92403,오봉옥,우투우타,투수,19680708,182,96,0
92404,곽채진,우투우타,투수,19730301,188,94,0
92406,박철희,우투우타,타자,19680215,,,0
92407,김태룡,우투우타,타자,19680223,175,75,0
92408,전종진,우투우타,타자,19720806,,,0
92409,한기철,우투우타,타자,19690620,,,0
92411,동봉철,좌투좌타,타자,19700102,180,81,0
92412,강두곤,우투우타,타자,19690429,,,0
92501,가득염,좌투좌타,투수,19691001,184,81,0
92502,김상현,우투우타,투수,19680428,,,0
92503,이요섭,우투우타,투수,19690502,,,0
92504,배숙현,우투우타,투수,19690330,,,0
92506,윤형배,우투우타,투수,19690420,181,87,0
92508,염종석,우투우타,투수,19730320,192,100,0
92509,강성우,우투우타,타자,19700105,173,80,0
92510,박계원,우투우타,타자,19700204,186,85,0
92511,김미호,우투우타,타자,19671007,,,0
92512,박지환,우투우타,타자,19691020,,,0
92514,이태환,우투우타,타자,19740309,,,0
92515,김행희,좌투좌타,타자,19661212,,,0
92517,곽재성,우투우타,투수,19730724,191,98,0
92601,양승철,우투우타,투수,19730404,,,0
92602,김봉영,우투우타,투수,19730225,185,85,0
92607,김병조,우투우타,타자,19690502,,,0
92608,김태동,우투우타,타자,19701212,,,0
92609,구한성,우투우타,타자,19700107,,,0
92610,신경호,우투우타,타자,19720307,,,0
92612,박재벌,좌투좌타,타자,19680917,,,0
92701,지연규,우투우타,투수,19690815,185,84,0
92702,김재성,우투우타,투수,19690527,,,0
92704,정민철,우투우타,투수,19720328,187,81,0
92708,김홍집,우투우타,타자,19690916,,,0
92711,김일혁,우투우타,타자,19700126,,,0
92712,신일호,우투우타,타자,19690812,,,0
92801,방극천,우투우타,투수,19690319,,,0
92802,임창식,우투우타,투수,19690307,182,85,0
92803,신현대,우투우타,투수,19690129,,,0
92806,황태호,우투우타,투수,19670411,,,0
92809,박경완,우투우타,타자,19720711,178,76,0
92812,유태영,우투우타,타자,19691212,,,0
92815,강효섭,우투우타,타자,19731116,,,0
92816,이상대,좌투좌타,타자,19670118,,,0
92817,우효동,우투우타,타자,19700209,,,0
92818,유영원,우투우타,타자,19690905,,,0
92901,차명석,우투우타,투수,19690420,183,92,0
92904,김상모,우투우타,타자,19691219,,,0
92905,김정준,우투우타,타자,19700211,181,84,0
92906,박종호,우투양타,타자,19730727,176,83,0
92907,조병일,우투우타,타자,19671209,,,0
92913,노종우,우투우타,투수,19690829,,,0
92914,김유진,우투우타,투수,19690625,184,85,0
92915,민원기,좌투좌타,투수,19690705,,,0
93112,김정민,우투우타,타자,19700315,184,83,0
93121,강봉수,좌투좌타,투수,19711209,,,0
93122,당신상,우투우타,타자,19701015,,,0
93125,박재호,우투우타,타자,19710201,,,0
93136,김경하,우투우타,타자,19701010,,,0
93147,이상훈,좌투좌타,투수,19710311,180,90,0
93150,최규하,우투우타,타자,19701010,,,0
93154,김태민,우투우타,타자,19711009,,,1
93155,김혁섭,우투우타,투수,19740505,181,80,0
93156,조한철,우투우타,투수,19700817,,,0
93166,최승민,우투우타,투수,19740321,185,83,0
93201,황일권,우투우타,타자,19690609,,,0
93217,박상근,우투우타,투수,19700705,183,83,0
93219,김경원,우투우타,투수,19710818,183,100,0
93225,이도형,우투우타,타자,19750524,182,102,0
93240,추성건,우투우타,타자,19700805,186,90,0
93242,김민호,우투우타,타자,19690319,181,81,0
93243,김종성,우투우타,타자,19690723,,,0
93245,이용호,우투우타,투수,19700506,180,86,0
93265,공유선,우투우타,타자,19740812,,,0
93309,손차훈,우투우타,타자,19700811,181,77,0
93311,김홍집,좌투좌타,투수,19710130,179,90,0
93314,김갑중,우투우타,타자,19700815,174,75,0
93332,김성준,우투우타,타자,19740520,182,85,0
93336,공의식,우투우타,타자,19700920,,,0
93339,계기범,우투우타,타자,19701229,,,0
93349,장용대,우투우타,타자,19741023,180,81,0
93357,노승욱,우언우타,투수,19740310,177,78,0
93362,김선우,우투우타,타자,19730702,,,0
93367,김민범,좌투좌타,투수,19730607,179,77,0
93404,최홍주,우투우타,타자,19700423,,,0
93410,양준혁,좌투좌타,타자,19690526,188,95,0
93411,정영규,좌투좌타,타자,19701103,185,84,0
93417,박충식,우언우타,투수,19700903,183,79,0
93424,강태윤,우투우타,타자,19650915,,,0
93425,김종국,우투우타,투수,19720925,,,0
93443,최병국,우투우타,타자,19720122,,,0
93453,김현욱,우언우타,투수,19700706,184,82,0
93475,최한경,우투우타,투수,19741120,186,85,0
93494,이동수,우투우타,타자,19730324,184,100,0
93502,정호진,우투우타,타자,19740105,173,98,0
93523,송태일,우투우타,타자,19700405,174,98,0
93525,조규철,우투우타,타자,19690315,179,75,0
93547,김경환,우투우타,투수,19700711,,,0
93550,김정훈,우투우타,투수,19700406,,,0
93551,서정민,우투우타,투수,19740608,,,0
93552,고성범,우투우타,투수,19740913,,,0
93556,박기복,우투우타,타자,19710116,,,0
93557,권재광,우투우타,타자,19710427,,,0
93601,이용석,우투우타,타자,19700320,,,0
93607,이종범,우투우타,타자,19700815,178,73,0
93612,김훈,우투우타,타자,19700311,,,0
93621,이우혁,우투우타,투수,19750617,180,78,0
93626,이대진,우투우타,투수,19740609,180,83,0
93628,박진철,우언우타,투수,19750228,196,108,0
93642,이재만,좌투좌타,투수,19700714,181,88,0
93645,이민호,우투우타,타자,19700825,,,0
93656,김지영,우투우타,타자,19740421,180,75,0
93662,지윤석,우투우타,타자,19740403,,,0
93670,오명종,우투우타,타자,19740114,,,0
93677,조용수,좌투좌타,투수,19730625,,,0
93705,허준,우투우타,타자,19700529,181,74,0
93715,구대성,좌투좌타,투수,19690802,183,85,0
93720,지화선,우투우타,타자,19700510,,,0
93723,우태원,우투우타,타자,19720724,,,0
93726,고기성,우투우타,타자,19700627,,,0
93728,노장진,우투우타,투수,19740810,178,91,0
93731,김성열,우투우타,타자,19691006,,,0
93732,원현식,우투우타,타자,19700315,,,0
93748,이민호,우투우타,타자,19690902,178,80,0
93751,김정윤,우투우타,타자,19740318,178,75,0
93802,정기창,우투우타,타자,19701221,182,102,0
93806,한혁수,우투우타,타자,19701011,179,85,0
93807,최태원,우투우타,타자,19700819,179,83,0
93812,김충민,우투우타,타자,19700305,176,86,0
93817,성영재,우언우타,투수,19710309,185,93,0
93838,박상수,좌투좌타,타자,19700629,,,0
93862,강희석,우투우타,투수,19740207,187,78,0
94105,박은우,우투우타,타자,19710525,,,0
94106,류지현,우투우타,타자,19710525,176,70,0
94107,김재현,좌투좌타,타자,19751002,177,83,0
94126,신윤호,우언우타,투수,19750515,184,100,0
94132,최동수,우투우타,타자,19710911,186,98,0
94134,인현배,우투우타,투수,19711004,185,80,0
94145,허문회,좌투좌타,타자,19720212,182,85,0
94161,박철홍,우언우타,투수,19700316,176,80,0
94162,서용빈,좌투좌타,타자,19710102,183,82,0
94163,박창현,좌투좌타,투수,19720212,182,90,0
94204,심정수,우투우타,타자,19750505,182,100,0
94215,한태균,우언우타,투수,19710322,183,77,0
94227,홍우태,우투우타,투수,19711119,185,105,0
94228,류택현,좌투좌타,투수,19711023,184,82,0
94230,나영철,우투우타,투수,19711030,,,0
94232,윤기수,우투우타,타자,19710319,,,0
94233,김광현,우투우타,타자,19711007,182,98,0
94250,함석원,우투우타,타자,19750717,182,72,0
94252,조연제,좌투좌타,타자,19750621,,,0
94255,김명호,좌투좌타,타자,19750824,,,0
94258,박종무,좌투좌타,타자,19750303,,,0
94260,길랑균,우투우타,타자,19681014,,,0
94268,마원성,우투우타,투수,19740416,,,0
94310,이숭용,좌투좌타,타자,19710310,185,86,0
94312,김성태,우투우타,타자,19711010,,,0
94323,하득인,우투우타,타자,19661009,,,0
94330,최상덕,우투우타,투수,19710331,188,98,0
94333,곽병찬,우투우타,투수,19710715,,,0
94338,문창환,우투우타,투수,19750709,188,88,0
94353,임성주,좌투좌타,타자,19650502,,,0
94364,전준호,우투우타,투수,19750410,185,100,0
94403,최찬욱,우투우타,타자,19720118,,,0
94408,김실,좌투좌타,타자,19670603,173,72,0
94415,김태균,우투우타,타자,19710819,176,82,0
94419,감병훈,좌투좌타,투수,19710525,185,88,0
94426,최익성,우투우타,타자,19720211,181,86,0
94429,최용희,우투우타,투수,19720422,,,0
94438,임채영,우투우타,타자,19710807,,,0
94444,박종호,우투우타,타자,19750726,180,77,0
94450,김한수,우투우타,타자,19711030,186,88,0
94476,조문식,우투우타,투수,19750929,184,81,0
94490,하기룡,우투우타,투수,19550508,177,90,0
94495,이철성,우투우타,타자,19570314,170,72,0
94511,임수혁,우투우타,타자,19690617,185,90,0
94518,홍순기,우투우타,타자,19670710,,,0
94526,강상수,우투우타,투수,19710622,184,100,0
94528,주형광,좌투좌타,투수,19760301,185,92,0
94532,강진규,우투우타,타자,19680530,181,85,0
94539,김종훈,우투우타,타자,19720129,183,80,0
94541,박태웅,우투우타,투수,19740116,,,0
94545,박지철,우투우타,투수,19750413,180,69,0
94549,윤민철,우투우타,투수,19750725,,,0
94558,손동일,우투우타,타자,19710705,175,78,0
94562,한성곤,우투우타,타자,19730522,,,0
94602,유진우,우투우타,타자,19721124,,,0
94604,전성철,우투우타,타자,19690907,,,0
94629,이호준,우투우타,타자,19760208,187,95,0
94641,최재영,우투우타,투수,19710805,,,0
94663,배훈,좌투좌타,타자,19721216,,,0
94706,전형도,우투우타,타자,19711030,177,83,0
94724,정진식,우투우타,타자,19711115,180,82,0
94727,길배진,우투우타,투수,19711019,182,85,0
94737,최호원,우투우타,투수,19710614,182,78,0
94745,박지상,좌투좌타,타자,19750519,,,0
94747,김성한,우투우타,투수,19710417,,,0
94749,신진수,우투우타,타자,19720228,,,0
94801,이승환,우투우타,투수,19710320,,,0
94812,김주성,우투우타,타자,19720505,,,0
94821,김민국,우투우타,투수,19720527,,,0
94827,이군옥,우투우타,타자,19711227,,,0
94834,유현승,우투우타,투수,19710327,182,78,0
94836,조원우,우투우타,타자,19710408,178,82,0
94841,고형욱,좌투좌타,투수,19710417,182,74,0
94842,오진희,우투우타,타자,19740819,,,0
94843,장재중,우투우타,타자,19710519,172,72,0
94845,김성,좌투좌타,타자,19710810,,,0
94851,유태준,우투우타,타자,19750122,,,0
94858,강석,우투우타,타자,19740701,,,0
95101,정현발,우투우타,타자,19530220,174,82,0
95103,조현,우투우타,타자,19761004,178,90,0
95114,심재학,좌투좌타,타자,19721018,183,98,0
95146,신국환,우투우타,타자,19721029,177,82,0
95157,김상우,우투우타,타자,19750825,,,0
95158,권용관,우투우타,타자,19761119,180,80,0
95159,방동민,좌투좌타,투수,19770120,181,88,0
95160,강준기,우투우타,타자,19730428,,,0
95169,김정한,우투좌타,타자,19761108,,,0
95190,이동우,우투우타,타자,19750420,189,82,0
95199,박노식,우투우타,투수,19740508,185,75,0
95208,정수근,좌투좌타,타자,19770120,178,78,0
95218,여준홍,좌투좌타,투수,19760405,182,76,0
95223,김유봉,우투우타,투수,19760629,183,78,0
95233,서석영,우투우타,타자,19720430,,,0
95235,진필중,우투우타,투수,19721013,180,91,0
95236,송재용,우투우타,투수,19720314,,,0
95247,최용호,우투우타,투수,19760430,184,96,0
95269,이보형,우투우타,타자,19720406,,,0
95273,양승호,우투우타,타자,19600110,178,88,0
95316,이용주,우투좌타,타자,19761031,178,76,0
95318,위재영,우투우타,투수,19720521,183,84,0
95319,김병철,우투우타,타자,19720401,,,0
95322,박상일,우투우타,타자,19760730,,,0
95324,도명진,우투우타,타자,19721224,,,0
95327,김억만,우투우타,투수,19760310,183,89,0
95409,김재걸,우투우타,타자,19720907,177,70,0
95422,김영진,우투우타,타자,19720409,179,76,0
95426,안윤호,우투우타,투수,19720323,,,0
95436,이승엽,좌투좌타,타자,19760818,183,87,0
95449,차상욱,우투우타,타자,19720407,,,0
95451,김경호,우투우타,타자,19720424,,,0
95458,김진삼,우투우타,타자,19770113,182,81,0
95459,박석진,우언우타,투수,19720719,179,80,0
95468,김승관,우투우타,타자,19760305,186,89,0
95469,신성필,우투우타,투수,19760817,185,88,0
95473,장형석,우투우타,투수,19760606,182,80,0
95486,배대웅,우투우타,타자,19540302,,,0
95488,최계훈,우투우타,투수,19610606,180,80,0
95511,박보현,우투우타,투수,19720719,189,82,0
95518,박현승,우투우타,타자,19720912,178,84,0
95544,양종성,우투우타,타자,19761002,,,0
95549,마해영,우투우타,타자,19700814,188,96,0
95552,김정열,우투우타,투수,19791203,181,83,0
95554,장승익,우투우타,투수,19760611,,,0
95557,박종일,우투우타,타자,19720309,175,82,0
95558,김옥일,우투우타,타자,19721114,,,0
95563,김성철,우투우타,타자,19720623,,,0
95565,박부성,우투우타,투수,19760510,,,0
95573,나광호,우투우타,타자,19770115,,,0
95576,권두조,우투우타,타자,19510610,173,70,0
95601,이원식,우투우타,투수,19720615,182,89,0
95650,최철민,우투우타,타자,19720503,,,0
95657,임창용,우언우타,투수,19760604,182,82,0
95665,이용훈,우투우타,투수,19751214,188,80,0
95666,안상준,우투우타,타자,19730213,183,81,0
95670,남상규,우투우타,타자,19721009,,,0
95674,김형성,우투우타,타자,19760228,,,0
95678,추평호,우투우타,타자,19730208,,,0
95710,김승권,우투우타,타자,19760501,181,84,0
95712,강인권,우투우타,타자,19720626,182,87,0
95716,김영진,우투우타,타자,19761205,,,0
95728,신재웅,우투우타,투수,19721010,186,86,0
95748,정의성,우투우타,투수,19720830,,,0
95777,김경남,우투우타,타자,19591105,176,82,0
95819,김진철,우투우타,투수,19721215,,,0
95835,심성보,좌투좌타,타자,19730216,180,75,0
95837,하상도,우투우타,타자,19720607,,,0
95838,박성진,우투우타,투수,19720709,,,0
95853,송진호,우투우타,투수,19570816,,,0
95858,장용,우투우타,투수,19770225,,,0
95901,금광옥,우투우타,타자,19561219,175,78,0
95906,강만식,우투우타,투수,19570215,,,0
95913,김우열,우투우타,타자,19490909,174,75,0
95914,김준환,우투우타,타자,19550519,178,80,0
96113,김정훈,우투우타,투수,19760505,,,0
96137,김도완,우투우타,투수,19711027,,,0
96138,손혁,우투우타,투수,19730801,186,82,0
96142,이경원,좌투좌타,투수,19770623,180,83,0
96144,오규택,우투우타,타자,19730801,180,82,0
96149,이정길,우투우타,투수,19730319,185,93,0
96165,이호균,우투우타,타자,19770918,,,0
96172,박철영,우투우타,타자,19600522,178,84,0
96174,김기진,우투우타,투수,19770704,,,0
96213,박석안,우투우타,타자,19720420,,,0
96224,최기문,우투양타,타자,19730610,182,88,0
96251,박명환,우투우타,투수,19770607,186,92,0
96252,한명윤,좌투좌타,투수,19770906,182,72,0
96253,홍재호,우투우타,타자,19740202,,,0
96257,강영수,우투우타,타자,19730619,,,0
96307,박진만,우투우타,타자,19761130,178,82,0
96330,양윤기,우투우타,투수,19740522,,,0
96340,설종진,좌투좌타,타자,19730616,177,73,0
96343,허유신,우투좌타,타자,19730603,,,0
96345,최원호,우투우타,투수,19730313,183,88,0
96346,장정석,우투좌타,타자,19730412,177,76,0
96354,김형남,우투우타,타자,19730628,,,0
96356,안명성,우투우타,타자,19730817,,,0
96362,박재홍,우투우타,타자,19730907,176,85,0
96408,박규대,우투우타,타자,19720115,184,78,0
96411,전병호,좌투좌타,투수,19730323,186,86,0
96426,박태순,우투우타,투수,19740208,178,80,0
96441,정경배,우투우타,타자,19740220,176,84,0
96447,최재호,우투우타,투수,19730327,176,85,0
96456,임학수,우투우타,타자,19770403,173,75,0
96462,정현욱,우투우타,투수,19781202,187,102,0
96463,김헌수,좌투좌타,타자,19770907,179,74,0
96465,정성훈,우언우타,투수,19771209,186,95,0
96467,하춘동,우투양타,타자,19770419,178,74,0
96468,이계성,우투좌타,타자,19770208,,,0
96470,최창양,우투우타,투수,19730603,187,87,0
96471,정순명,우투우타,투수,19540630,,,0
96473,김무관,우투우타,타자,19550302,173,80,0
96480,백인천,우투우타,타자,19431127,174,77,0
96503,김대익,좌투좌타,타자,19730603,178,95,0
96513,유필선,우투우타,타자,19700906,176,84,0
96527,김영복,좌투좌타,투수,19730315,,,0
96542,배정훈,우투우타,타자,19731220,181,90,0
96546,정학수,우투우타,타자,19771201,,,0
96566,이재섭,우투우타,투수,19761223,,,0
96570,차명주,좌투좌타,투수,19730922,173,80,0
96610,장성호,좌투좌타,타자,19771018,183,93,0
96611,김상진,우투우타,투수,19770309,,,0
96616,김종국,우투우타,타자,19730914,180,80,0
96624,황성기,우투우타,타자,19770609,178,80,0
96631,박철웅,우투우타,투수,19700415,,,0
96635,권오성,우투우타,타자,19701026,180,86,0
96653,지승준,좌투좌타,타자,19770607,173,69,0
96666,우승진,우투우타,타자,19730810,,,0
96673,김종윤,우투우타,타자,19570619,170,78,0
96704,조효상,우투우타,타자,19740126,183,90,0
96706,오중석,우투우타,타자,19730805,,,0
96713,정영환,우투우타,투수,19730410,,,0
96720,이상열,좌투좌타,투수,19770420,185,73,0
96722,심광호,우투우타,타자,19770801,187,91,0
96723,홍원기,우투우타,타자,19730605,187,92,0
96725,김대헌,우투우타,타자,19720630,,,0
96734,이영우,좌투좌타,타자,19731127,181,86,0
96742,엄종수,우투우타,타자,19730709,,,0
96750,권오영,우투우타,타자,19700815,179,83,0
96761,송지만,우투우타,타자,19730302,178,85,0
96766,임수민,우투우타,타자,19730531,173,93,0
96777,김수연,좌투좌타,타자,19770528,175,75,0
96786,손상득,우투우타,타자,19560403,172,66,0
96804,김선섭,우투우타,타자,19730116,176,73,0
96806,석수철,우투우타,타자,19730425,,,0
96822,정원배,우투우타,타자,19730801,181,85,0
96824,최정환,우투우타,투수,19730926,190,90,0
96825,김현민,우투우타,타자,19730915,177,78,0
96847,박주언,좌투좌타,투수,19730713,180,80,0
96849,정수찬,우투우타,투수,19731201,186,95,0
96851,신영균,우투우타,투수,19740216,183,81,0
96852,박경호,우투우타,타자,19730719,178,75,0
96856,이봉우,우투우타,타자,19770730,176,76,0
96869,김형주,우투우타,투수,19770811,,,0
97103,손지환,우투우타,타자,19781113,180,87,0
97109,이병규,좌투좌타,타자,19741025,185,85,0
97111,김민기,우투우타,투수,19770519,189,90,0
97126,장문석,우투우타,투수,19741215,183,94,0
97133,임선동,우투우타,투수,19730804,187,95,0
97140,전승남,우언우타,투수,19741126,178,72,0
97150,이준용,우투좌타,타자,19740802,181,76,0
97157,안재만,우투우타,타자,19741002,188,79,0
97168,신창수,좌투좌타,투수,19740425,,,0
97198,배수희,우투우타,타자,19550430,,,0
97202,진갑용,우투우타,타자,19740508,182,90,0
97204,강규철,우투우타,타자,19740505,178,82,0
97219,문희성,우투우타,타자,19730222,195,110,0
97230,이경필,우투우타,투수,19740521,186,85,0
97236,김영수,좌투좌타,투수,19750115,183,85,0
97238,김환조,우투우타,투수,19740210,,,0
97249,강신창,우투우타,타자,19741110,,,0
97300,김일경,우투우타,타자,19780701,178,72,0
97335,조승현,우투우타,타자,19780405,182,90,0
97336,최영필,우투우타,투수,19740513,184,92,0
97350,정수성,우투좌타,타자,19780304,173,72,0
97351,최만호,우투우타,타자,19740304,170,73,0
97365,이근용,우투우타,투수,19780616,178,78,0
97383,김종수,우투우타,타자,19570315,174,66,0
97400,황성관,좌투좌타,타자,19740115,172,70,0
97404,송재익,우투우타,타자,19740327,174,78,0
97418,변대수,우투우타,투수,19750118,180,77,0
97423,황두성,우투우타,투수,19761116,187,96,0
97424,장성국,우투우타,타자,19740330,176,93,0
97441,정회선,우투우타,타자,19740526,177,87,0
97442,최승우,우투우타,타자,19730527,,,0
97510,이영주,우투우타,타자,19740525,,,0
97515,이동욱,우투우타,타자,19740717,179,81,0
97527,김상현,우투우타,투수,19740408,181,80,0
97531,임봉춘,우투우타,투수,19740210,182,77,0
97532,정인석,우투우타,투수,19781005,180,79,0
97537,김영일,우투우타,타자,19710314,,,0
97541,이정훈,우투우타,투수,19771009,182,95,0
97559,조유신,우투우타,타자,19750207,188,85,0
97571,손민한,우투우타,투수,19750102,180,85,0
97575,문동환,우투우타,투수,19720508,183,95,0
97621,오철민,좌투좌타,투수,19730528,182,82,0
97623,조남기,우투좌타,타자,19740517,183,81,0
97629,김동호,우투우타,투수,19730524,184,82,0
97644,김창희,우투우타,타자,19730703,178,98,0
97659,류기중,우투우타,투수,19780919,183,92,0
97678,정인교,우투우타,타자,19571223,183,85,0
97709,백재호,우투우타,타자,19740630,177,82,0
97754,강대호,우투우타,타자,19740815,,,0
97758,김해님,우투우타,투수,19750207,183,92,0
97767,오주상,우투우타,타자,19771120,175,77,0
97815,오상민,좌투좌타,투수,19741020,184,86,0
97863,정명수,우투우타,투수,19790112,180,78,0
97865,이상호,좌투좌타,타자,19780424,,,0
98116,앤더슨,우투우타,투수,19660703,191,96,1
98128,김경태,좌투좌타,투수,19751106,178,75,0
98129,정현택,좌투좌타,타자,19800222,190,97,0
98130,박연수,우투우타,타자,19740114,188,92,0
98136,조현,우투우타,타자,19741017,183,77,0
98142,펠릭스,우투양타,타자,19671003,180,90,1
98144,조인성,우투우타,타자,19750525,182,107,0
98200,김윤일,우투우타,타자,19780522,182,86,0
98213,캐세레스,우투좌타,타자,19640606,183,81,1
98218,김동주,우투우타,타자,19760203,180,102,0
98233,우즈,우투우타,타자,19690819,183,100,1
98236,이경수,우투우타,투수,19790623,183,74,0
98246,윤상무,우투우타,타자,19790720,174,75,0
98248,조은진,우투우타,타자,19751028,179,0,0
98259,이혜천,좌투좌타,투수,19790312,184,90,0
98262,오세학,우투우타,타자,19790909,183,90,0
98264,송원국,우투좌타,타자,19791026,183,83,0
98315,채종국,우투우타,타자,19751024,181,85,0
98316,홍민구,우투우타,투수,19750412,183,95,0
98327,스트롱,우투우타,투수,19620909,,,1
98330,김수경,우투우타,투수,19790820,183,90,0
98334,이정훈,우투우타,타자,19751123,178,79,0
98353,고호봉,우투우타,투수,19750604,186,82,0
98369,안희봉,우투우타,타자,19721003,188,95,0
98389,정인호,좌투좌타,타자,19780606,,,0
98420,강동우,좌투좌타,타자,19740420,177,78,0
98423,베이커,좌투좌타,투수,19700518,,,1
98445,파라,우투우타,투수,19721128,182,80,1
98451,김진웅,우투우타,투수,19800220,184,84,0
98455,김수관,우투우타,타자,19750805,180,76,0
98457,김지훈,우투우타,타자,19730902,182,93,0
98469,문남열,우투우타,투수,19781017,182,76,0
98504,서한규,우투우타,타자,19730328,180,78,0
98506,브래디,우투좌타,타자,19691123,,,1
98521,임경완,우언우타,투수,19751228,186,95,0
98533,조경환,우투우타,타자,19720827,176,92,0
98538,손인호,좌투좌타,타자,19750403,180,92,0
98540,김진수,우투우타,타자,19790419,180,90,0
98548,문재성,우투우타,타자,19740706,,,0
98558,홍의현,우투우타,투수,19780312,,,0
98569,엄정대,우투우타,타자,19750510,178,78,0
98614,방수환,좌투좌타,타자,19750117,,,0
98615,이우석,우투좌타,타자,19750612,182,76,0
98617,곽현희,우투우타,투수,19730806,180,81,0
98639,엄병열,좌투좌타,투수,19760112,178,78,0
98661,소소경,우투우타,투수,19790719,187,102,0
98731,부시,우투우타,타자,19680707,,,1
98742,신경현,우투우타,타자,19751128,186,95,0
98753,김기성,좌투좌타,타자,19760202,176,76,0
98760,김경남,좌투좌타,투수,19630107,,,0
98762,심재윤,우투우타,타자,19750824,186,87,0
98776,김재현,좌투좌타,투수,19790907,177,78,0
98802,이병수,좌투좌타,타자,19750923,176,75,0
98808,윤재국,좌투좌타,타자,19750505,176,78,0
98813,고승환,우투우타,투수,19750607,181,90,0
98819,윤석권,우투우타,타자,19750321,,,0
98829,오충원,좌투좌타,타자,19750812,178,79,0
98845,김상호,우투우타,타자,19750311,176,75,0
